recommendation_id,game,verdict,excerpt,source_url
107747822,super-motherload,negative,"A great game absolutely ruined by bugs. When it's running it's very enjoyable, but you'll probably be spending",https://steamcommunity.com/profiles/76561198070567084/recommended/269110/
107278665,super-motherload,negative,Store page on Steam promises to include Motherload: Goldium Edition with purchase of Super Motherload. The X-Gen studios,https://steamcommunity.com/profiles/76561198126871580/recommended/269110/
103101604,super-motherload,negative,"i have always been a big fan of this game, play it since i can remember i think,",https://steamcommunity.com/profiles/76561198933732184/recommended/269110/
102829219,super-motherload,negative,"How bad could it be. Its like the flash version in less good. For 12,49€...",https://steamcommunity.com/profiles/76561198053154619/recommended/269110/
101864483,super-motherload,negative,this was a huge disappointment for me. i remember the original flash game being more fun. went and,https://steamcommunity.com/profiles/76561198012164515/recommended/269110/
101241881,super-motherload,negative,unplayable because of constant loud static coming over game audio.,https://steamcommunity.com/profiles/76561198119310289/recommended/269110/
98337575,super-motherload,negative,Hvis du gerne vil hænge dig selv i et træ så køb det her spil som er waste,https://steamcommunity.com/profiles/76561198287480043/recommended/269110/
97369236,super-motherload,negative,"I played the original Motherload and this is a good follow up, though I do still prefer the",https://steamcommunity.com/profiles/76561199013168609/recommended/269110/
96903972,super-motherload,negative,Crashes more than once per hour even though my computer is many times more powerful than required to,https://steamcommunity.com/profiles/76561198073706057/recommended/269110/
94992882,super-motherload,negative,"TL:DR- Doesn't hold up. If you want a better game with the exact same concept, go play Steamworld",https://steamcommunity.com/profiles/76561198128957404/recommended/269110/
94419388,super-motherload,negative,I played about 30 minutes of the game and It crashed on me.,https://steamcommunity.com/profiles/76561198103443323/recommended/269110/
93597531,super-motherload,negative,Was having so much fun until the final boss.,https://steamcommunity.com/profiles/76561197998342725/recommended/269110/
92359121,super-motherload,negative,"Motherload, but way worse. The original game's goldium edition is the only reason to even consider buying this.",https://steamcommunity.com/profiles/76561198055942564/recommended/269110/
91796079,super-motherload,negative,I like the game and it gave me a lot of nostalgia but i can't beat the final,https://steamcommunity.com/profiles/76561198064565741/recommended/269110/
90022052,super-motherload,negative,just no super motherload aint good but the reguler one is. I counden't blow up bombs and alot,https://steamcommunity.com/profiles/76561198338650971/recommended/269110/
89691612,super-motherload,negative,"Description say ""Included Goldium Edition"". I bought it only to play Goldium, but there is no place in",https://steamcommunity.com/profiles/76561198186335121/recommended/269110/
88445645,super-motherload,negative,"This game is fun for 4 player local coop, but it will not run full-screen on 4k displays.",https://steamcommunity.com/profiles/76561197972994472/recommended/269110/
88049726,super-motherload,negative,Came for Motherload. Somehow I got a puzzle game.,https://steamcommunity.com/profiles/76561198031391228/recommended/269110/
87757354,super-motherload,negative,a less pretty Motherload... try the steamworld games if you want a better game to play.,https://steamcommunity.com/profiles/76561198032536288/recommended/269110/
85929722,super-motherload,negative,Not fun,https://steamcommunity.com/profiles/76561199087904475/recommended/269110/
85222764,super-motherload,negative,i liked that it came with the original but now i cant seem to find or play the,https://steamcommunity.com/profiles/76561198987086038/recommended/269110/
84977532,super-motherload,negative,I would absolutely recommend this if not for the bug that makes your computer freeze when you use,https://steamcommunity.com/profiles/76561198329965576/recommended/269110/
84776640,super-motherload,negative,I bought this game to show my thanks for the hours of joy the first game brought me.,https://steamcommunity.com/profiles/76561198114056925/recommended/269110/
84118320,super-motherload,negative,"Just not worth the money, doesn't hold the magic of the original Flash Game not to mention the",https://steamcommunity.com/profiles/76561198091186940/recommended/269110/
82447902,super-motherload,negative,Mehhh The original was way better. Do not waste your money on this.,https://steamcommunity.com/profiles/76561199045376502/recommended/269110/
82399217,super-motherload,negative,not worth your time.,https://steamcommunity.com/profiles/76561198030393272/recommended/269110/
82374819,super-motherload,negative,The flash game was better,https://steamcommunity.com/profiles/76561197971111112/recommended/269110/
81744369,super-motherload,negative,Bad.,https://steamcommunity.com/profiles/76561198116558050/recommended/269110/
79520551,super-motherload,negative,"Fun game, too prone to crashing.",https://steamcommunity.com/profiles/76561198020973295/recommended/269110/
77883909,super-motherload,negative,It's nice but waaay too short. If you expect 4-6 hours of interesting gameplay then it's fine. It,https://steamcommunity.com/profiles/76561197993665989/recommended/269110/
77761102,super-motherload,negative,"b0xman describes my feeling of this game perfectly, so read his review.",https://steamcommunity.com/profiles/76561198034322128/recommended/269110/
76967563,super-motherload,negative,"Sure, it reminds me of the old Motherload game, but it's clunky, the UI is bad, and my",https://steamcommunity.com/profiles/76561197999957685/recommended/269110/
76287886,super-motherload,negative,.,https://steamcommunity.com/profiles/76561198045847559/recommended/269110/
76051516,super-motherload,negative,"***THIS IS A REVIEW FOR THE INCLUDED MOTHERLOAD GOLDIUM, NOT SUPER MOTHERLOAD***I bought this game only for Motherload",https://steamcommunity.com/profiles/76561198182454685/recommended/269110/
73169017,super-motherload,negative,GAME FREEZES UP DAILY,https://steamcommunity.com/profiles/76561198414050423/recommended/269110/
72866871,super-motherload,negative,Shell of the former game. Super Motherload feels like v1 where as the original (flash) Motherload feels like,https://steamcommunity.com/profiles/76561198026303249/recommended/269110/
72166396,super-motherload,negative,I played for 5 hours......... it's tremendously tedious and slow after reaching the lowest base. No where near,https://steamcommunity.com/profiles/76561198303523246/recommended/269110/
231490885,super-motherload,positive,"It's a good game i cant stop playing, but i wish there was a way to initiate a",https://steamcommunity.com/profiles/76561198002463451/recommended/269110/
207245254,super-motherload,positive,"Excellent upgrade to the original flash game (which, btw, is also included in the steam version). Adds updated",https://steamcommunity.com/profiles/76561198094759873/recommended/269110/
212396142,super-motherload,positive,"Super motherload is something between boring to death and surprisingly entertaining depend on player habit, game stage and",https://steamcommunity.com/profiles/76561198201224818/recommended/269110/
231062491,super-motherload,positive,Classic game but very short. I recommend getting it on sale.,https://steamcommunity.com/profiles/76561198164718154/recommended/269110/
228907924,super-motherload,positive,I bought it for the OG Motherlode Goldium Edition. One of my favourite flash games from the Miniclip,https://steamcommunity.com/profiles/76561198083929516/recommended/269110/
234836170,super-motherload,positive,buy this on sale for motherload goldium edition and nothing else. it's an excellent game but super motherload,https://steamcommunity.com/profiles/76561198041663006/recommended/269110/
230292329,super-motherload,positive,"Awesome game, I loved playing the original as a kid on Miniclip, and this sequel adds some interesting",https://steamcommunity.com/profiles/76561198332810417/recommended/269110/
228566222,super-motherload,positive,Fun game with a cool style. Brings back memories from my teen years! One major problem. Regular freeze/crash,https://steamcommunity.com/profiles/76561199081785709/recommended/269110/
227794810,super-motherload,positive,Motherload was one of my favorite flash games back in the day. Super Motherload is a more modern,https://steamcommunity.com/profiles/76561198044389927/recommended/269110/
226784407,super-motherload,positive,"It's fun! Motherload Goldium is great, as it always was. There's a bug that freezes the game when",https://steamcommunity.com/profiles/76561198113065244/recommended/269110/
224373925,super-motherload,positive,"My recommendation comes with a caveat, as I bought this game heavily discounted and primarily to play ""Motherload",https://steamcommunity.com/profiles/76561198061684756/recommended/269110/
223879851,super-motherload,positive,"This game is super addicting and really awesome. I love how the little diggers controls feel, everything is",https://steamcommunity.com/profiles/76561198035779924/recommended/269110/
221896349,super-motherload,positive,"super motherload, ticks something primordial, its so simple yet infinitely replayable, time just flies when you play it.",https://steamcommunity.com/profiles/76561199151519276/recommended/269110/
221633304,super-motherload,positive,"Are you looking for a simple, semi-cozy game to play on your handheld before bed? Or maybe you",https://steamcommunity.com/profiles/76561198009922237/recommended/269110/
221149374,super-motherload,positive,Good old game. Just as addictive as I remember it being. Runs flawlessly.,https://steamcommunity.com/profiles/76561198066666017/recommended/269110/
228810665,super-motherload,positive,"I got this game on ps+ when I was console gaming on ps4 years ago, I had to",https://steamcommunity.com/profiles/76561199060884820/recommended/269110/
214036457,super-motherload,positive,Great cruisy time killer. Played the original when i was in high school on mini clip back in,https://steamcommunity.com/profiles/76561198367620682/recommended/269110/
222452438,super-motherload,positive,"If you like Motherload and know what it is, you'll like Super Motherload.",https://steamcommunity.com/profiles/76561198134450115/recommended/269110/
219210187,super-motherload,positive,"Not ""super motherload"" but the OG ""Motherload Goldium edition"" is a hidden Flash game GEM! Must have if",https://steamcommunity.com/profiles/76561198816035020/recommended/269110/
217274361,super-motherload,positive,Pretty slick gameplay progression. Map editor made it more fun for me. Wicked game here comrades! Thanks!,https://steamcommunity.com/profiles/76561198133011634/recommended/269110/
217807212,super-motherload,positive,A good game that keeps it's faith to the orignal fro XgenStudios.com =),https://steamcommunity.com/profiles/76561198130284480/recommended/269110/
216020802,super-motherload,positive,"Addictive gameplay, interesting plot. 7/10",https://steamcommunity.com/profiles/76561198047420593/recommended/269110/
229073259,super-motherload,positive,"Well Abbadon, this truly was a Super Motherload huh.",https://steamcommunity.com/profiles/76561198061795024/recommended/269110/
224012786,super-motherload,positive,It's really fun,https://steamcommunity.com/profiles/76561198041588559/recommended/269110/
218153445,super-motherload,positive,"Good game, nothing else to say here",https://steamcommunity.com/profiles/76561198870289492/recommended/269110/
214110295,digging-a-hole,negative,"Reviews on Steam and Youtube tricked me into thinking this is a simulator game, something like Powerwash, or",https://steamcommunity.com/profiles/76561198086401425/recommended/3244220/
226750377,digging-a-hole,negative,"I like the game conceptually, but it's far too short, & without getting into spoilers, the ending is",https://steamcommunity.com/profiles/76561198321515544/recommended/3244220/
205689270,digging-a-hole,negative,"Mildly amusing at best, but this game is pretty tedious with how it's digging works. there's no physics",https://steamcommunity.com/profiles/76561197975930687/recommended/3244220/
220009509,digging-a-hole,negative,"Honestly not sure about the positive rating on this, it feels extremely overrated. Yes, it is a very",https://steamcommunity.com/profiles/76561197968770346/recommended/3244220/
231000969,digging-a-hole,negative,"I really wanted to enjoy this game because, at its core, it has the foundation of something genuinely",https://steamcommunity.com/profiles/76561198026967505/recommended/3244220/
233325706,digging-a-hole,negative,"It could have been a tolerable, mindless time-killer, but the game lacks more interesting things to discover. And",https://steamcommunity.com/profiles/76561198871166016/recommended/3244220/
225077362,digging-a-hole,negative,"I bought this game to dig a hole, not to carefully stealth my way through the final areas.",https://steamcommunity.com/profiles/76561198047757624/recommended/3244220/
233416281,digging-a-hole,negative,I was really hoping I'd like this game. It had remained on my wishlist for many months. I,https://steamcommunity.com/profiles/76561198030128253/recommended/3244220/
233632723,digging-a-hole,negative,"eh it was alright, not worth the price. Managed two hours to play through and it just wasn't",https://steamcommunity.com/profiles/76561198257561936/recommended/3244220/
206069989,digging-a-hole,negative,"I would love to like this game more, however I cannot. The game is relaxing until the end",https://steamcommunity.com/profiles/76561198071718783/recommended/3244220/
206740959,digging-a-hole,negative,"Given this is the game that kicked off the whole ""hole digging"" craze of games, I kinda expected",https://steamcommunity.com/profiles/76561197998180632/recommended/3244220/
213021904,digging-a-hole,negative,The game is fun but the ending is terrible and completely ruins the rest of the game. There's,https://steamcommunity.com/profiles/76561198855039169/recommended/3244220/
205397721,digging-a-hole,negative,"At first it's somewhat satisfying.. but soon you run out of upgrades, learn that dynamite basically does nothing,",https://steamcommunity.com/profiles/76561198043472327/recommended/3244220/
222596652,digging-a-hole,negative,"Needs more, its fun for a while but 2 hours maybe less if u push it u have",https://steamcommunity.com/profiles/76561197993180132/recommended/3244220/
204042187,digging-a-hole,negative,"'+: good simple gimmick game design audio ambiance EDIT: works perfectly on steamdeck -. Low poly graphics, yet,",https://steamcommunity.com/profiles/76561197978157828/recommended/3244220/
225118114,digging-a-hole,negative,"I beat it but geez, it was not satisfying. It wasn't a horrible game but it just didn't",https://steamcommunity.com/profiles/76561197992825521/recommended/3244220/
207111943,digging-a-hole,negative,"It was fun for an hour or two, but very disappointing with the horror-style ending. It's also very",https://steamcommunity.com/profiles/76561198156755304/recommended/3244220/
219947376,digging-a-hole,negative,It's gonna be a no from me dog. I saw all the great reviews and figured that this,https://steamcommunity.com/profiles/76561198105053567/recommended/3244220/
204034456,digging-a-hole,negative,"Ending sucks. First of all, before you even reach the ending, it is entirely likely that you'll max",https://steamcommunity.com/profiles/76561198138495324/recommended/3244220/
221440436,digging-a-hole,negative,"In a game where the player is doing an incredibly repetitive and basic action over and over, I",https://steamcommunity.com/profiles/76561198355150772/recommended/3244220/
214957983,digging-a-hole,negative,"The game functions perfectly fine, and its very enjoyable in terms of the actual digging. However, it is",https://steamcommunity.com/profiles/76561198034603528/recommended/3244220/
228698591,digging-a-hole,negative,"Fun. But short very short and dead a content, they have not added anything meaningful to the game.",https://steamcommunity.com/profiles/76561198084774524/recommended/3244220/
206822435,digging-a-hole,negative,"Interesting simple concept, but playing to the end is ultimately frustrating and unfulfilling.",https://steamcommunity.com/profiles/76561197970872616/recommended/3244220/
206021003,digging-a-hole,negative,"boring, ♥♥♥♥, ending, ist just bland, empty and short",https://steamcommunity.com/profiles/76561199081694301/recommended/3244220/
215516252,digging-a-hole,negative,"A Game About Digging A Hole is exactly what it sounds like - armed with an upgradable shovel,",https://steamcommunity.com/profiles/76561198025321433/recommended/3244220/
227237662,digging-a-hole,negative,"I know this game is quite cheap, but I am still not sure I really got my moneys",https://steamcommunity.com/profiles/76561197961720175/recommended/3244220/
222313074,digging-a-hole,negative,"Im not going to ruin the ending for others, but the time it takes to get stuff done",https://steamcommunity.com/profiles/76561198059762751/recommended/3244220/
222092855,digging-a-hole,negative,"Disappointingly simple, I really expected to have more to it. Also, totally messes up with a multi-monitor setup,",https://steamcommunity.com/profiles/76561197970819202/recommended/3244220/
221939174,digging-a-hole,negative,Ultimately disappointing. The upgrade system is not satisfying and doesn't ever amount to much. The movement and navigation,https://steamcommunity.com/profiles/76561198001311656/recommended/3244220/
226646992,digging-a-hole,negative,"overall just a bad game, bad mechanics, the moles are just unfair at the end, health system is",https://steamcommunity.com/profiles/76561199481873047/recommended/3244220/
228528571,digging-a-hole,negative,Playing this felt like taking a bite out of a burger and getting nothing but bread.,https://steamcommunity.com/profiles/76561198078821454/recommended/3244220/
218264580,digging-a-hole,negative,dopamine shortcut gaming. i am a rat in a cage pushing the button that gives me more cocaine.,https://steamcommunity.com/profiles/76561198062378688/recommended/3244220/
224174469,digging-a-hole,negative,"I can see I'm in the minority, but I just can't pretend I had much fun playing this.",https://steamcommunity.com/profiles/76561198860346283/recommended/3244220/
216223816,digging-a-hole,negative,I bought the game on sale and there is still not enough game for the money. Don't waste,https://steamcommunity.com/profiles/76561197967458965/recommended/3244220/
206026831,digging-a-hole,negative,This is a fun game with great progression and I did like the concept but the ending was,https://steamcommunity.com/profiles/76561198011786482/recommended/3244220/
219815272,digging-a-hole,negative,Very little to discover with an anticlimax. The only thing separating this game from most others is the,https://steamcommunity.com/profiles/76561198121739554/recommended/3244220/
215937727,digging-a-hole,negative,"VERY bare bones, not even control remapping as an option (yet they went out of their way to",https://steamcommunity.com/profiles/76561197972697594/recommended/3244220/
206870740,digging-a-hole,negative,The game ends the second you feel it should start to open up. It feels like a demo,https://steamcommunity.com/profiles/76561197966664598/recommended/3244220/
215858805,digging-a-hole,negative,wish they would expand on this by ALOT.. having to manually click the first 10-30 min of the,https://steamcommunity.com/profiles/76561198032748383/recommended/3244220/
229349449,digging-a-hole,negative,"Slow-burn gameplay until you acquire the drill, only for the enjoyment to be short lived as you reach",https://steamcommunity.com/profiles/76561198010766012/recommended/3244220/
224328310,digging-a-hole,negative,This game takes about an hour to complete. Not worth 5$ maybe 1-2$ because there's not enough content,https://steamcommunity.com/profiles/76561198753048990/recommended/3244220/
216051061,digging-a-hole,negative,"This game is so bland, boring, and milk toast that Doctor Kellogg himself might recommend it be the",https://steamcommunity.com/profiles/76561198040251866/recommended/3244220/
229277298,digging-a-hole,negative,A Game About Digging a Hole is a game about digging a hole. ….. why did I expect,https://steamcommunity.com/profiles/76561198985778396/recommended/3244220/
233236869,digging-a-hole,negative,"I really wanted to like A Game About Digging A Hole. There is a simple, cozy satisfaction to",https://steamcommunity.com/profiles/76561198121297879/recommended/3244220/
233093693,digging-a-hole,negative,I was enjoying this game. Pretty chill and relaxing with a little bit of strategy. But then I,https://steamcommunity.com/profiles/76561198013593703/recommended/3244220/
232704628,digging-a-hole,negative,Very bad it is 20 bucks and i completed it in 45 minutes and 3 hrs for every,https://steamcommunity.com/profiles/76561198707115647/recommended/3244220/
232355427,digging-a-hole,negative,VERY ♥♥♥♥ 0 gameplay would not buy when finish game it wiper progress and you only get achivements,https://steamcommunity.com/profiles/76561199440784601/recommended/3244220/
231944530,digging-a-hole,negative,I'd love to give this game a good review--the 20 minutes I got to play were great--but after,https://steamcommunity.com/profiles/76561199376085125/recommended/3244220/
230751825,digging-a-hole,negative,I simply don't get why developers change the fundamental game loop towards the end? No... I DON'T like,https://steamcommunity.com/profiles/76561198033463392/recommended/3244220/
228594315,digging-a-hole,negative,Finished the game in 80 minutes.. Way too few upgrade and depth to be a good review. I,https://steamcommunity.com/profiles/76561198019240469/recommended/3244220/
234835629,digging-a-hole,negative,Shoehorned streamer react-bait ending. Not worth 5$.,https://steamcommunity.com/profiles/76561198014763908/recommended/3244220/
234467081,digging-a-hole,negative,its not a very good game at all and youre not gonna spend any time on it whatsoever,https://steamcommunity.com/profiles/76561199230040998/recommended/3244220/
234101692,digging-a-hole,negative,done after 75 minutes,https://steamcommunity.com/profiles/76561198051061759/recommended/3244220/
233493539,digging-a-hole,negative,itch io slop,https://steamcommunity.com/profiles/76561198075928766/recommended/3244220/
232970894,digging-a-hole,negative,n,https://steamcommunity.com/profiles/76561199543833185/recommended/3244220/
232910236,digging-a-hole,negative,"little content, jumpscare ending",https://steamcommunity.com/profiles/76561197994806268/recommended/3244220/
232772723,digging-a-hole,negative,"Completed in about 2 hours. Possibly the most anticlimactic ending I've ever experienced. But hey, at least it's",https://steamcommunity.com/profiles/76561197989949010/recommended/3244220/
232445606,digging-a-hole,negative,This game was fun for the first like half hour but after that it turned into a slog.,https://steamcommunity.com/profiles/76561199115915442/recommended/3244220/
232345119,digging-a-hole,negative,very boring,https://steamcommunity.com/profiles/76561199760895575/recommended/3244220/
232149403,digging-a-hole,negative,"I see this game being recommended quite often, but despite getting all the achievements and giving it a",https://steamcommunity.com/profiles/76561198067215025/recommended/3244220/
231988717,digging-a-hole,negative,"it was pretty fun i guess, not worth the 5 euro",https://steamcommunity.com/profiles/76561199218124383/recommended/3244220/
231825972,digging-a-hole,negative,"The whole ""You ran out of energy and lost all your ores"" mechanic makes me want to do",https://steamcommunity.com/profiles/76561198114719823/recommended/3244220/
231570316,digging-a-hole,negative,"Look, I played it, I finished the base story but unless there's something I'm missing... It really did",https://steamcommunity.com/profiles/76561198083239706/recommended/3244220/
231540075,digging-a-hole,negative,игра очень короткая. после прохождения запросил возврат,https://steamcommunity.com/profiles/76561199351145973/recommended/3244220/
231301664,digging-a-hole,negative,"Game has a good concept, but only lasts a couple hours with no feeling of being rewarded for",https://steamcommunity.com/profiles/76561198171498807/recommended/3244220/
231146137,digging-a-hole,negative,"I know it is cheap, but it just doesn't have the fun that a lot of incrementals do",https://steamcommunity.com/profiles/76561197966539314/recommended/3244220/
231045011,digging-a-hole,negative,"short and half-baked, very empty sort of game. took me just over an hour to get to the",https://steamcommunity.com/profiles/76561197999755599/recommended/3244220/
230944303,digging-a-hole,negative,This ♥♥♥♥ would have been a free flash game 10 years ago,https://steamcommunity.com/profiles/76561198263005395/recommended/3244220/
230940022,digging-a-hole,negative,"Mid game, completed it all in like 2 hours of playtime, after that, in like 20 minutes i",https://steamcommunity.com/profiles/76561199728665760/recommended/3244220/
230875422,digging-a-hole,negative,"The ending is what kills it. There could be something more, but the simple fade to black is...",https://steamcommunity.com/profiles/76561197993565769/recommended/3244220/
230859492,digging-a-hole,negative,i didnt know it was a horror i shat my sen z5s hyt4erlpoknb 357qyes v# 5r t j,https://steamcommunity.com/profiles/76561199803880531/recommended/3244220/
230715593,digging-a-hole,negative,Game chooses what to autosave like dynamite purchases/uses.,https://steamcommunity.com/profiles/76561198141237527/recommended/3244220/
230598991,digging-a-hole,negative,"Gioco soporifero, ottimo contro l'insonnia. Al posto di farmaci ipnotico-sedativi, questo é un buon rimedio naturale. Due palle",https://steamcommunity.com/profiles/76561198004297606/recommended/3244220/
230512068,digging-a-hole,negative,I mean it's a game about digging a hole it's not that deep. it's very incremental and slow,https://steamcommunity.com/profiles/76561198044599065/recommended/3244220/
230484916,digging-a-hole,negative,subverts expectations in the end by not being very good,https://steamcommunity.com/profiles/76561197993227142/recommended/3244220/
230425029,digging-a-hole,negative,"With everything upgraded in under an hour, there was nothing left to work toward. No progression, no new",https://steamcommunity.com/profiles/76561198071636185/recommended/3244220/
230404493,digging-a-hole,negative,short. zero substance. beat it with enough time to refund.,https://steamcommunity.com/profiles/76561198137940441/recommended/3244220/
230346943,digging-a-hole,negative,"I don't often leave reviews. Do not buy this game. Minimal upgrades, nothing other than just digging straight",https://steamcommunity.com/profiles/76561199008551852/recommended/3244220/
229950377,digging-a-hole,negative,this game is so bad. no optimization settings at all. too many glitches,https://steamcommunity.com/profiles/76561198763240616/recommended/3244220/
229918993,digging-a-hole,negative,"Inferior, half-assed rip-off of a 20 year old flash game called Motherload.",https://steamcommunity.com/profiles/76561198269056297/recommended/3244220/
229845985,digging-a-hole,negative,boring,https://steamcommunity.com/profiles/76561198755866053/recommended/3244220/
229581657,digging-a-hole,negative,"30 minutes of fun, 2 hours of suffering, game is done. Ending is pathetic.",https://steamcommunity.com/profiles/76561198273997120/recommended/3244220/
229371645,digging-a-hole,negative,"Game setting are lacking, no option to switch to window mode or lower resolution. Game crashes if you",https://steamcommunity.com/profiles/76561198068048411/recommended/3244220/
229206279,digging-a-hole,negative,"It was fun, But it was very short.",https://steamcommunity.com/profiles/76561199055076736/recommended/3244220/
229172755,digging-a-hole,negative,"Good game to play for 23 minutes, then realize you can play the same thing but better for",https://steamcommunity.com/profiles/76561199700467204/recommended/3244220/
229120411,digging-a-hole,negative,Ehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.,https://steamcommunity.com/profiles/76561197971147259/recommended/3244220/
229096918,digging-a-hole,negative,"I don't want to revisit it. You make a game about digging a hole, that the gole is",https://steamcommunity.com/profiles/76561198313978126/recommended/3244220/
229054591,digging-a-hole,negative,"These devs may be onto something that can change the future, they may be able to figure out",https://steamcommunity.com/profiles/76561199483599231/recommended/3244220/
229005663,digging-a-hole,negative,"Gra za prosta, nudne zakończenie, żadnych smaczków. Steam Dig World jest w podobne cenie, o kopaniu a o",https://steamcommunity.com/profiles/76561198034265506/recommended/3244220/
228979417,digging-a-hole,negative,"This game is just upsetting because it makes you ask, ""why is this happening?"" when you finish the",https://steamcommunity.com/profiles/76561198415166673/recommended/3244220/
228935647,digging-a-hole,negative,mid,https://steamcommunity.com/profiles/76561199013262755/recommended/3244220/
228601127,digging-a-hole,negative,Too expensive for the content.,https://steamcommunity.com/profiles/76561199874396713/recommended/3244220/
228563458,digging-a-hole,negative,balls,https://steamcommunity.com/profiles/76561199639103754/recommended/3244220/
228033771,digging-a-hole,negative,"did not like the ending, pretty annoying to go through.",https://steamcommunity.com/profiles/76561198058102092/recommended/3244220/
227788357,digging-a-hole,negative,The game is not just about digging a hole,https://steamcommunity.com/profiles/76561198053357184/recommended/3244220/
227636723,digging-a-hole,negative,De haber sabido que ese era el final ni siquiera lo habría jugado.,https://steamcommunity.com/profiles/76561198254676285/recommended/3244220/
227632296,digging-a-hole,negative,The game is fun for about 20 minutes and extremely boring after that - but the good thing,https://steamcommunity.com/profiles/76561198071220659/recommended/3244220/
227045208,digging-a-hole,negative,I've played roblox games with more content and polish than this,https://steamcommunity.com/profiles/76561199800935613/recommended/3244220/
226651712,digging-a-hole,negative,More tedious than I expected from a game about digging a hole. But you do in fact dig,https://steamcommunity.com/profiles/76561197995366221/recommended/3244220/
226309253,digging-a-hole,negative,"Cute game, wife already put in 4 hours. I was really looking forward to trying it out. But",https://steamcommunity.com/profiles/76561198000728968/recommended/3244220/
205262715,digging-a-hole,positive,"If you read the name of this game, bought it, and didn't like it, I don't know what",https://steamcommunity.com/profiles/76561199758438827/recommended/3244220/
216211975,digging-a-hole,positive,"After 6 hours of paying this game, I went into my backyard and started to dig for treasure...",https://steamcommunity.com/profiles/76561199827600402/recommended/3244220/
214803028,digging-a-hole,positive,I bought this game expecting to dig a hole. I dug a hole. I kept digging the hole.,https://steamcommunity.com/profiles/76561198112449408/recommended/3244220/
228740862,digging-a-hole,positive,"Dont listen to the ones calling it short, its as long as you make it be.. (: My",https://steamcommunity.com/profiles/76561198046886614/recommended/3244220/
212496660,digging-a-hole,positive,"I bought this, carefully dug a big hole in a bit over an hour and finished the game.",https://steamcommunity.com/profiles/76561197975288543/recommended/3244220/
206672883,digging-a-hole,positive,just as advertised its a game about digging a hole i only have 2 minor issues with the,https://steamcommunity.com/profiles/76561198814626472/recommended/3244220/
230296565,digging-a-hole,positive,"I AM A DWARF AND I'M DIGGING A HOOOOOOLE. Ahem. Well, I indeed had that song living rent-free",https://steamcommunity.com/profiles/76561199606702728/recommended/3244220/
208570743,digging-a-hole,positive,Amazing how many people complain for a game this cheap. What did you expect? It is great for,https://steamcommunity.com/profiles/76561198324995347/recommended/3244220/
230131411,digging-a-hole,positive,"Very relaxing and fun game. Short, but worth the price. As soon as I started I was on",https://steamcommunity.com/profiles/76561198072973106/recommended/3244220/
216770579,digging-a-hole,positive,Great for autistic stimmimg in the same vein as powerwash simulator. The satisfying aspect of the game is,https://steamcommunity.com/profiles/76561198219978376/recommended/3244220/
210483412,digging-a-hole,positive,"Just a little stupid casual fun. Nice to just relax and lose yourself in, right,... right? Oh no....",https://steamcommunity.com/profiles/76561198952045318/recommended/3244220/
225783401,digging-a-hole,positive,'---{ Graphics }--- ☐ You forget what reality is ☐ Beautiful ☐ Good ☑ Decent ☐ Bad ☐,https://steamcommunity.com/profiles/76561199479000592/recommended/3244220/
210151153,digging-a-hole,positive,AGADAH is a very simple game. you just... dig a hole. What else should you need in your,https://steamcommunity.com/profiles/76561198798596795/recommended/3244220/
230866022,digging-a-hole,positive,A game about digging a hole is exactly what it sounds like. You buy a house. And instead,https://steamcommunity.com/profiles/76561199615189875/recommended/3244220/
213421046,digging-a-hole,positive,I didn't expect to like this game so much. I dug my hole for four hours and wasn't,https://steamcommunity.com/profiles/76561198013041668/recommended/3244220/
218468153,digging-a-hole,positive,"A very silly game.... but as a person with anxiety, it was a great outlet. Something mindless that",https://steamcommunity.com/profiles/76561198322301207/recommended/3244220/
216693861,digging-a-hole,positive,"There's something primally satisfying about digging a really freakin' big hole, and this game satisfies that with flying",https://steamcommunity.com/profiles/76561198061416173/recommended/3244220/
225961839,digging-a-hole,positive,"Pros: Hole digging is really satisfying. You just keep digging and finding gems and selling them, and repeating",https://steamcommunity.com/profiles/76561198066482479/recommended/3244220/
221299619,digging-a-hole,positive,"Mine, Get Resources, Sell Resources, Buy Upgrades, Repeat. So simple yet so addictive and fun.",https://steamcommunity.com/profiles/76561198050824915/recommended/3244220/
229138461,digging-a-hole,positive,"A very simple, straight forward and unique game that is entirely explained through the title alone. You get",https://steamcommunity.com/profiles/76561198001304794/recommended/3244220/
212444285,digging-a-hole,positive,"A perfect little time waster that can satisfy every man's inherent desire to dig a hole, a big",https://steamcommunity.com/profiles/76561198002251148/recommended/3244220/
206064236,digging-a-hole,positive,"8/10 A Game About Digging A Hole is a game where you dig a hole in your backyard,",https://steamcommunity.com/profiles/76561198260331341/recommended/3244220/
221976258,digging-a-hole,positive,"Addicting and fun, could have more content",https://steamcommunity.com/profiles/76561198386317873/recommended/3244220/
217461772,digging-a-hole,positive,"its good but dont expect more than 2-3 hours of gameplay, would love some more content",https://steamcommunity.com/profiles/76561199104949111/recommended/3244220/
211196940,digging-a-hole,positive,It is true. You are just digging a hole but it is a satisfying game for those completionist,https://steamcommunity.com/profiles/76561197972439972/recommended/3244220/
225855091,meltopia,negative,"Shallow, short and grindy game. There is a lot of potential if there was more content, problem solving",https://steamcommunity.com/profiles/76561198157409902/recommended/3601800/
